model-1693255432, 1693255616.706, 0.64, 0.23, 0.68, 0.21
model-1693255432, 1693255617.622, 0.6, 0.22, 0.75, 0.2
model-1693255432, 1693255618.594, 0.61, 0.23, 0.75, 0.21
model-1693255432, 1693255619.855, 0.65, 0.22, 0.66, 0.22
model-1693255432, 1693255621.401, 0.61, 0.22, 0.76, 0.18
model-1693255432, 1693255622.73, 0.66, 0.22, 0.62, 0.22
model-1693255432, 1693255624.409, 0.59, 0.23, 0.56, 0.23
model-1693255432, 1693255625.472, 0.56, 0.24, 0.63, 0.21
model-1693255432, 1693255626.432, 0.59, 0.23, 0.63, 0.22
model-1693255432, 1693255627.421, 0.59, 0.22, 0.76, 0.19
model-1693255432, 1693255628.422, 0.63, 0.23, 0.67, 0.21
model-1693255432, 1693255629.425, 0.65, 0.21, 0.61, 0.23
model-1693255432, 1693255630.421, 0.62, 0.24, 0.66, 0.22
model-1693255432, 1693255631.389, 0.59, 0.24, 0.61, 0.24
model-1693255432, 1693255632.399, 0.68, 0.21, 0.62, 0.23
model-1693255432, 1693255633.365, 0.6, 0.23, 0.69, 0.21
model-1693255432, 1693255634.303, 0.68, 0.22, 0.53, 0.25
model-1693255432, 1693255635.324, 0.63, 0.23, 0.56, 0.24
model-1693255432, 1693255636.271, 0.55, 0.24, 0.53, 0.25
model-1693255432, 1693255637.333, 0.58, 0.25, 0.64, 0.22
model-1693255432, 1693255638.327, 0.58, 0.24, 0.71, 0.21
model-1693255432, 1693255639.391, 0.59, 0.23, 0.67, 0.22
model-1693255432, 1693255640.807, 0.61, 0.22, 0.65, 0.22
model-1693255432, 1693255642.283, 0.63, 0.22, 0.74, 0.21
model-1693255432, 1693255643.221, 0.6, 0.23, 0.72, 0.2
model-1693255432, 1693255644.106, 0.64, 0.23, 0.75, 0.21
model-1693255432, 1693255645.148, 0.57, 0.23, 0.7, 0.22
model-1693255432, 1693255646.076, 0.68, 0.22, 0.68, 0.2
model-1693255432, 1693255646.698, 0.62, 0.21, 0.68, 0.22
model-1693255432, 1693255647.632, 0.7, 0.21, 0.64, 0.22
model-1693255432, 1693255648.749, 0.68, 0.2, 0.66, 0.22
model-1693255432, 1693255649.839, 0.69, 0.21, 0.61, 0.23
model-1693255432, 1693255651.008, 0.75, 0.19, 0.55, 0.25
model-1693255432, 1693255652.415, 0.66, 0.22, 0.6, 0.23
model-1693255432, 1693255653.383, 0.61, 0.23, 0.58, 0.24
model-1693255432, 1693255654.353, 0.61, 0.22, 0.65, 0.21
model-1693255432, 1693255655.54, 0.72, 0.21, 0.62, 0.25
model-1693255432, 1693255656.532, 0.58, 0.23, 0.65, 0.23
model-1693255432, 1693255657.462, 0.61, 0.23, 0.63, 0.23
model-1693255432, 1693255658.482, 0.68, 0.21, 0.65, 0.21
model-1693255432, 1693255659.463, 0.68, 0.2, 0.66, 0.23
model-1693255432, 1693255660.558, 0.7, 0.19, 0.68, 0.21
model-1693255432, 1693255661.713, 0.65, 0.21, 0.67, 0.21
model-1693255432, 1693255662.823, 0.67, 0.21, 0.68, 0.21
model-1693255432, 1693255663.782, 0.65, 0.22, 0.67, 0.21
model-1693255432, 1693255664.764, 0.68, 0.18, 0.72, 0.21
model-1693255432, 1693255665.848, 0.65, 0.23, 0.6, 0.24
model-1693255432, 1693255666.807, 0.62, 0.24, 0.59, 0.26
model-1693255432, 1693255667.736, 0.65, 0.22, 0.57, 0.24
model-1693255432, 1693255668.704, 0.61, 0.22, 0.63, 0.23
model-1693255432, 1693255669.673, 0.54, 0.26, 0.57, 0.23
model-1693255432, 1693255670.627, 0.61, 0.23, 0.64, 0.23
model-1693255432, 1693255672.147, 0.67, 0.22, 0.69, 0.22
model-1693255432, 1693255673.127, 0.68, 0.21, 0.67, 0.21
model-1693255432, 1693255674.197, 0.65, 0.23, 0.69, 0.23
model-1693255432, 1693255675.149, 0.65, 0.23, 0.7, 0.22
model-1693255432, 1693255676.09, 0.58, 0.23, 0.65, 0.22
model-1693255432, 1693255677.025, 0.71, 0.22, 0.69, 0.21
model-1693255432, 1693255678.05, 0.65, 0.21, 0.65, 0.22
model-1693255432, 1693255679.71, 0.59, 0.23, 0.77, 0.19
model-1693255432, 1693255681.067, 0.57, 0.23, 0.59, 0.23
model-1693255432, 1693255681.993, 0.7, 0.21, 0.6, 0.23
model-1693255432, 1693255682.854, 0.57, 0.24, 0.71, 0.21
model-1693255432, 1693255683.762, 0.65, 0.21, 0.62, 0.23
model-1693255432, 1693255684.672, 0.65, 0.22, 0.69, 0.21
model-1693255432, 1693255685.643, 0.61, 0.22, 0.64, 0.22
model-1693255432, 1693255686.533, 0.67, 0.2, 0.69, 0.21
model-1693255432, 1693255687.431, 0.65, 0.21, 0.62, 0.22
model-1693255432, 1693255688.32, 0.74, 0.2, 0.63, 0.24
model-1693255432, 1693255689.355, 0.69, 0.21, 0.68, 0.21
model-1693255432, 1693255690.372, 0.64, 0.25, 0.7, 0.21
model-1693255432, 1693255691.274, 0.6, 0.23, 0.68, 0.2
model-1693255432, 1693255692.297, 0.69, 0.19, 0.7, 0.2
model-1693255432, 1693255693.283, 0.63, 0.22, 0.68, 0.21
model-1693255432, 1693255694.28, 0.62, 0.23, 0.74, 0.2
model-1693255432, 1693255695.463, 0.52, 0.27, 0.65, 0.22
model-1693255432, 1693255696.407, 0.57, 0.24, 0.63, 0.24
model-1693255432, 1693255697.386, 0.65, 0.22, 0.69, 0.21
model-1693255432, 1693255698.448, 0.57, 0.23, 0.67, 0.21
model-1693255432, 1693255699.518, 0.68, 0.22, 0.73, 0.2
model-1693255432, 1693255700.434, 0.65, 0.22, 0.58, 0.24
model-1693255432, 1693255701.368, 0.56, 0.23, 0.63, 0.22
model-1693255432, 1693255702.282, 0.69, 0.22, 0.71, 0.2
model-1693255432, 1693255703.217, 0.66, 0.22, 0.67, 0.21
model-1693255432, 1693255704.206, 0.65, 0.21, 0.66, 0.22
model-1693255432, 1693255705.867, 0.67, 0.22, 0.68, 0.22
model-1693255432, 1693255707.389, 0.7, 0.22, 0.72, 0.22
model-1693255432, 1693255708.744, 0.72, 0.21, 0.67, 0.22
model-1693255432, 1693255709.713, 0.62, 0.22, 0.63, 0.22
model-1693255432, 1693255710.56, 0.69, 0.22, 0.62, 0.22
model-1693255432, 1693255711.475, 0.6, 0.23, 0.82, 0.17
model-1693255432, 1693255712.321, 0.75, 0.19, 0.63, 0.21
model-1693255432, 1693255713.189, 0.57, 0.22, 0.68, 0.2
model-1693255432, 1693255714.186, 0.62, 0.21, 0.72, 0.17
model-1693255432, 1693255715.235, 0.54, 0.24, 0.68, 0.2
model-1693255432, 1693255716.254, 0.7, 0.21, 0.69, 0.2
model-1693255432, 1693255717.25, 0.72, 0.2, 0.6, 0.24
model-1693255432, 1693255718.351, 0.66, 0.22, 0.68, 0.21
model-1693255432, 1693255719.336, 0.66, 0.21, 0.56, 0.27
model-1693255432, 1693255720.264, 0.59, 0.22, 0.74, 0.18
model-1693255432, 1693255721.226, 0.62, 0.22, 0.73, 0.19
model-1693255432, 1693255722.665, 0.68, 0.2, 0.62, 0.22
model-1693255432, 1693255723.744, 0.71, 0.22, 0.68, 0.19
model-1693255432, 1693255724.737, 0.61, 0.24, 0.69, 0.21
model-1693255432, 1693255725.902, 0.68, 0.21, 0.69, 0.2
model-1693255432, 1693255726.931, 0.7, 0.21, 0.7, 0.21
model-1693255432, 1693255728.047, 0.72, 0.2, 0.71, 0.2
model-1693255432, 1693255729.002, 0.72, 0.19, 0.72, 0.2
model-1693255432, 1693255729.901, 0.6, 0.22, 0.73, 0.19
model-1693255432, 1693255730.783, 0.67, 0.21, 0.66, 0.21
model-1693255432, 1693255731.714, 0.73, 0.18, 0.68, 0.21
model-1693255432, 1693255732.644, 0.66, 0.22, 0.7, 0.2
model-1693255432, 1693255733.706, 0.57, 0.24, 0.69, 0.22
model-1693255432, 1693255734.653, 0.68, 0.19, 0.65, 0.21
model-1693255432, 1693255735.692, 0.67, 0.2, 0.69, 0.22
model-1693255432, 1693255736.783, 0.71, 0.2, 0.58, 0.24
model-1693255432, 1693255737.811, 0.6, 0.24, 0.59, 0.23
model-1693255432, 1693255738.813, 0.71, 0.19, 0.65, 0.23
model-1693255432, 1693255739.869, 0.58, 0.24, 0.72, 0.19
model-1693255432, 1693255740.869, 0.64, 0.23, 0.65, 0.21
model-1693255432, 1693255742.101, 0.62, 0.23, 0.64, 0.23
model-1693255432, 1693255743.32, 0.68, 0.2, 0.78, 0.17
model-1693255432, 1693255744.723, 0.68, 0.19, 0.74, 0.2
model-1693255432, 1693255745.763, 0.69, 0.21, 0.74, 0.19
model-1693255432, 1693255746.741, 0.66, 0.21, 0.66, 0.2
model-1693255432, 1693255747.645, 0.71, 0.2, 0.65, 0.2
model-1693255432, 1693255748.596, 0.55, 0.22, 0.65, 0.21
model-1693255432, 1693255749.464, 0.73, 0.19, 0.78, 0.18
model-1693255432, 1693255750.351, 0.71, 0.2, 0.65, 0.21
model-1693255432, 1693255751.256, 0.57, 0.24, 0.73, 0.19
model-1693255432, 1693255752.158, 0.67, 0.21, 0.74, 0.18
model-1693255432, 1693255753.044, 0.61, 0.22, 0.65, 0.22
model-1693255432, 1693255753.938, 0.68, 0.21, 0.66, 0.2
model-1693255432, 1693255754.838, 0.68, 0.2, 0.72, 0.19
model-1693255432, 1693255755.744, 0.67, 0.2, 0.67, 0.21
model-1693255432, 1693255756.817, 0.7, 0.2, 0.65, 0.2
model-1693255432, 1693255757.745, 0.69, 0.2, 0.61, 0.22
model-1693255432, 1693255758.619, 0.69, 0.19, 0.67, 0.21
model-1693255432, 1693255759.512, 0.65, 0.21, 0.59, 0.23
model-1693255432, 1693255760.384, 0.68, 0.19, 0.67, 0.21
model-1693255432, 1693255761.298, 0.66, 0.22, 0.59, 0.2
model-1693255432, 1693255762.231, 0.64, 0.23, 0.72, 0.2
model-1693255432, 1693255763.345, 0.65, 0.2, 0.67, 0.2
model-1693255432, 1693255764.223, 0.71, 0.2, 0.74, 0.18
model-1693255432, 1693255765.121, 0.68, 0.22, 0.77, 0.19
model-1693255432, 1693255766.025, 0.55, 0.25, 0.59, 0.24
model-1693255432, 1693255766.963, 0.61, 0.22, 0.76, 0.18
model-1693255432, 1693255767.976, 0.55, 0.24, 0.71, 0.19
model-1693255432, 1693255769.094, 0.69, 0.2, 0.64, 0.21
model-1693255432, 1693255770.006, 0.68, 0.19, 0.7, 0.21
model-1693255432, 1693255770.876, 0.63, 0.21, 0.72, 0.19
model-1693255432, 1693255771.773, 0.67, 0.2, 0.66, 0.23
model-1693255432, 1693255772.67, 0.68, 0.2, 0.69, 0.2
model-1693255432, 1693255773.59, 0.69, 0.21, 0.63, 0.21
model-1693255432, 1693255774.513, 0.64, 0.23, 0.76, 0.18
model-1693255432, 1693255775.425, 0.68, 0.2, 0.69, 0.19
model-1693255432, 1693255776.374, 0.65, 0.22, 0.71, 0.19
model-1693255432, 1693255777.347, 0.62, 0.22, 0.7, 0.2
model-1693255432, 1693255778.296, 0.76, 0.18, 0.78, 0.17
model-1693255432, 1693255779.15, 0.68, 0.21, 0.73, 0.18
model-1693255432, 1693255780.255, 0.67, 0.23, 0.66, 0.21
model-1693255432, 1693255781.532, 0.75, 0.18, 0.7, 0.18
model-1693255432, 1693255782.493, 0.68, 0.22, 0.65, 0.22
model-1693255432, 1693255783.487, 0.68, 0.21, 0.69, 0.21
model-1693255432, 1693255784.554, 0.65, 0.2, 0.7, 0.19
model-1693255432, 1693255785.452, 0.73, 0.19, 0.67, 0.2
model-1693255432, 1693255786.325, 0.66, 0.21, 0.7, 0.19
model-1693255432, 1693255787.408, 0.7, 0.2, 0.72, 0.2
model-1693255432, 1693255788.375, 0.74, 0.2, 0.62, 0.22
model-1693255432, 1693255789.265, 0.72, 0.21, 0.72, 0.2
model-1693255432, 1693255790.214, 0.69, 0.21, 0.71, 0.19
model-1693255432, 1693255791.134, 0.71, 0.2, 0.71, 0.2
model-1693255432, 1693255791.997, 0.69, 0.22, 0.74, 0.17
model-1693255432, 1693255792.913, 0.66, 0.21, 0.6, 0.23
model-1693255432, 1693255793.812, 0.59, 0.24, 0.71, 0.21
model-1693255432, 1693255794.767, 0.76, 0.17, 0.68, 0.22
model-1693255432, 1693255795.73, 0.75, 0.19, 0.69, 0.21
model-1693255432, 1693255796.604, 0.71, 0.19, 0.63, 0.22
model-1693255432, 1693255797.463, 0.72, 0.19, 0.7, 0.21
model-1693255432, 1693255798.359, 0.68, 0.2, 0.69, 0.22
model-1693255432, 1693255799.229, 0.63, 0.22, 0.62, 0.24
model-1693255432, 1693255800.131, 0.77, 0.18, 0.65, 0.21
model-1693255432, 1693255801.015, 0.77, 0.18, 0.63, 0.21
model-1693255432, 1693255801.886, 0.7, 0.21, 0.68, 0.21
model-1693255432, 1693255802.816, 0.64, 0.21, 0.68, 0.22
model-1693255432, 1693255803.869, 0.62, 0.24, 0.72, 0.2
model-1693255432, 1693255804.884, 0.72, 0.19, 0.77, 0.18
model-1693255432, 1693255806.212, 0.62, 0.24, 0.8, 0.16
model-1693255432, 1693255807.164, 0.63, 0.2, 0.66, 0.2
model-1693255432, 1693255808.164, 0.69, 0.2, 0.63, 0.22
model-1693255432, 1693255809.147, 0.63, 0.24, 0.78, 0.18
model-1693255432, 1693255810.062, 0.6, 0.24, 0.74, 0.19
model-1693255432, 1693255810.95, 0.73, 0.2, 0.68, 0.2
model-1693255432, 1693255811.863, 0.65, 0.2, 0.7, 0.2
model-1693255432, 1693255812.789, 0.67, 0.19, 0.64, 0.23
model-1693255432, 1693255813.676, 0.68, 0.21, 0.7, 0.2
model-1693255432, 1693255814.577, 0.8, 0.18, 0.7, 0.19
model-1693255432, 1693255815.443, 0.65, 0.21, 0.74, 0.18
model-1693255432, 1693255816.318, 0.73, 0.19, 0.65, 0.2
model-1693255432, 1693255817.169, 0.72, 0.18, 0.68, 0.2
model-1693255432, 1693255818.054, 0.68, 0.2, 0.73, 0.2
model-1693255432, 1693255818.938, 0.68, 0.19, 0.69, 0.21
model-1693255432, 1693255819.832, 0.76, 0.18, 0.68, 0.2
model-1693255432, 1693255820.73, 0.69, 0.21, 0.75, 0.18
