model-1693255432, 1693255821.61, 0.6, 0.22, 0.59, 0.25
model-1693255432, 1693255822.49, 0.61, 0.21, 0.73, 0.18
model-1693255432, 1693255823.385, 0.64, 0.22, 0.64, 0.23
model-1693255432, 1693255824.272, 0.65, 0.21, 0.59, 0.25
model-1693255432, 1693255825.15, 0.68, 0.2, 0.65, 0.22
model-1693255432, 1693255826.018, 0.69, 0.19, 0.72, 0.19
model-1693255432, 1693255826.968, 0.75, 0.18, 0.61, 0.23
model-1693255432, 1693255827.868, 0.64, 0.22, 0.72, 0.2
model-1693255432, 1693255828.758, 0.71, 0.19, 0.7, 0.21
model-1693255432, 1693255829.689, 0.72, 0.19, 0.72, 0.18
model-1693255432, 1693255830.592, 0.62, 0.21, 0.68, 0.22
model-1693255432, 1693255831.459, 0.55, 0.25, 0.69, 0.21
model-1693255432, 1693255832.371, 0.65, 0.2, 0.74, 0.2
model-1693255432, 1693255833.594, 0.57, 0.22, 0.79, 0.18
model-1693255432, 1693255834.667, 0.7, 0.19, 0.66, 0.21
model-1693255432, 1693255835.578, 0.75, 0.19, 0.65, 0.22
model-1693255432, 1693255836.457, 0.71, 0.2, 0.58, 0.25
model-1693255432, 1693255837.403, 0.7, 0.2, 0.67, 0.21
model-1693255432, 1693255838.3, 0.69, 0.19, 0.67, 0.2
model-1693255432, 1693255839.172, 0.68, 0.2, 0.64, 0.22
model-1693255432, 1693255840.063, 0.68, 0.21, 0.73, 0.18
model-1693255432, 1693255840.924, 0.68, 0.2, 0.69, 0.21
model-1693255432, 1693255841.786, 0.63, 0.21, 0.74, 0.19
model-1693255432, 1693255842.681, 0.65, 0.21, 0.74, 0.2
model-1693255432, 1693255843.563, 0.74, 0.17, 0.65, 0.21
model-1693255432, 1693255844.44, 0.72, 0.19, 0.66, 0.21
model-1693255432, 1693255845.397, 0.71, 0.18, 0.59, 0.25
model-1693255432, 1693255846.464, 0.58, 0.24, 0.7, 0.18
model-1693255432, 1693255847.553, 0.65, 0.2, 0.77, 0.16
model-1693255432, 1693255848.548, 0.71, 0.19, 0.65, 0.22
model-1693255432, 1693255849.482, 0.68, 0.19, 0.61, 0.24
model-1693255432, 1693255850.447, 0.6, 0.22, 0.66, 0.21
model-1693255432, 1693255851.333, 0.69, 0.19, 0.63, 0.19
model-1693255432, 1693255852.263, 0.71, 0.2, 0.68, 0.19
model-1693255432, 1693255853.217, 0.64, 0.22, 0.64, 0.21
model-1693255432, 1693255854.146, 0.66, 0.22, 0.7, 0.19
model-1693255432, 1693255855.062, 0.63, 0.23, 0.67, 0.21
model-1693255432, 1693255855.958, 0.72, 0.19, 0.71, 0.19
model-1693255432, 1693255856.822, 0.73, 0.2, 0.73, 0.18
model-1693255432, 1693255857.724, 0.7, 0.22, 0.69, 0.19
model-1693255432, 1693255858.596, 0.64, 0.23, 0.63, 0.22
model-1693255432, 1693255859.463, 0.6, 0.23, 0.62, 0.23
model-1693255432, 1693255860.335, 0.67, 0.2, 0.75, 0.19
model-1693255432, 1693255861.211, 0.69, 0.2, 0.69, 0.21
model-1693255432, 1693255862.115, 0.67, 0.2, 0.77, 0.18
model-1693255432, 1693255863.003, 0.71, 0.2, 0.77, 0.18
model-1693255432, 1693255864.067, 0.76, 0.2, 0.62, 0.22
model-1693255432, 1693255864.919, 0.68, 0.21, 0.73, 0.2
model-1693255432, 1693255865.788, 0.71, 0.19, 0.63, 0.23
model-1693255432, 1693255866.343, 0.69, 0.2, 0.7, 0.19
